period,series_id,turnover
2001-02-01,A3348627A,1563.5
2001-03-01,A3348627A,1694.1
2001-04-01,A3348627A,1626.9
2001-05-01,A3348627A,1728.6
2001-06-01,A3348627A,1674.2
2001-07-01,A3348627A,1733.8
2001-08-01,A3348627A,1792.2
2001-09-01,A3348627A,1718.8
2001-10-01,A3348627A,1829.9
2001-11-01,A3348627A,1944.2
2001-12-01,A3348627A,2589.6
2002-01-01,A3348627A,1769.9
2002-02-01,A3348627A,1642.5
2002-03-01,A3348627A,1795.0
2002-04-01,A3348627A,1778.3
2002-05-01,A3348627A,1898.8
2002-06-01,A3348627A,1762.1
2002-07-01,A3348627A,1870.2
2002-08-01,A3348627A,1946.9
2002-09-01,A3348627A,1880.9
2002-10-01,A3348627A,1942.0
2002-11-01,A3348627A,2047.7
2002-12-01,A3348627A,2769.7
2003-01-01,A3348627A,1876.5
2003-02-01,A3348627A,1727.3
2003-03-01,A3348627A,1839.2
2003-04-01,A3348627A,1851.6
2003-05-01,A3348627A,1958.4
2003-06-01,A3348627A,1870.4
2003-07-01,A3348627A,2021.9
2003-08-01,A3348627A,2045.1
2003-09-01,A3348627A,2063.2
2003-10-01,A3348627A,2236.2
2003-11-01,A3348627A,2322.0
2003-12-01,A3348627A,3137.1
2004-01-01,A3348627A,2039.8
2004-02-01,A3348627A,1942.6
2004-03-01,A3348627A,2117.1
2004-04-01,A3348627A,2013.5
2004-05-01,A3348627A,2075.5
2004-06-01,A3348627A,2075.0
2004-07-01,A3348627A,2171.6
2004-08-01,A3348627A,2162.3
2004-09-01,A3348627A,2221.4
2004-10-01,A3348627A,2273.3
2004-11-01,A3348627A,2352.9
2004-12-01,A3348627A,3209.8
2005-01-01,A3348627A,2074.7
2005-02-01,A3348627A,1979.9
2005-03-01,A3348627A,2117.9
2005-04-01,A3348627A,2060.3
2005-05-01,A3348627A,2098.2
2005-06-01,A3348627A,2074.5
2005-07-01,A3348627A,2090.0
2005-08-01,A3348627A,2125.1
2005-09-01,A3348627A,2094.3
2005-10-01,A3348627A,2142.3
2005-11-01,A3348627A,2290.4
2005-12-01,A3348627A,3136.2
2006-01-01,A3348627A,2068.4
2006-02-01,A3348627A,1962.4
2006-03-01,A3348627A,2149.1
2006-04-01,A3348627A,2070.2
2006-05-01,A3348627A,2177.8
2006-06-01,A3348627A,2167.3
2006-07-01,A3348627A,2161.5
2006-08-01,A3348627A,2275.9
2006-09-01,A3348627A,2213.6
2006-10-01,A3348627A,2319.4
2006-11-01,A3348627A,2473.4
2006-12-01,A3348627A,3306.8
2007-01-01,A3348627A,2165.5
2007-02-01,A3348627A,2044.0
2007-03-01,A3348627A,2279.5
2007-04-01,A3348627A,2108.5
2007-05-01,A3348627A,2228.1
2007-06-01,A3348627A,2180.3
2007-07-01,A3348627A,2284.2
2007-08-01,A3348627A,2386.6
